DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
12,4,MQ,441,224,223,1404
3,7,EV,131,224,1646,666
21,2,US,441,123,921,1179
24,1,UA,441,870,-72,1822
1,4,OO,260,441,1435,-75
18,7,AS,441,131,1057,1536
15,4,WN,224,983,1598,413
8,5,DL,260,123,1232,1368
25,7,9E,123,131,1044,1370
6,2,UA,983,441,1263,1278
27,7,HA,123,224,41,1241
12,3,B6,131,123,1593,752
12,1,B6,441,260,6,1582
11,1,MQ,870,983,1656,839
24,5,DL,870,983,1272,24
16,2,OO,983,123,483,476
5,4,OO,224,983,1957,1809
23,2,FL,260,123,786,358
3,4,EV,224,131,842,1347
22,4,US,260,983,469,391
15,6,US,123,224,1633,900
29,7,HA,260,870,188,259
27,2,MQ,983,131,330,-34
13,2,MQ,131,260,120,1669
26,5,9E,441,983,7,9
4,5,DL,224,131,897,1610
31,3,EV,983,131,53,82
17,2,AS,224,123,210,935
3,4,AA,123,131,451,972
14,6,OO,870,123,1725,684
10,5,OO,224,123,-56,758
31,1,9E,441,224,668,1175
9,2,HA,441,870,1156,1151
2,4,UA,224,123,171,84
10,7,VX,260,123,-93,168
10,1,HA,123,441,399,860
11,6,YV,983,260,1142,445
16,7,F9,123,441,423,850
14,7,YV,131,983,434,248
26,7,EV,870,260,1934,1759
16,6,YV,870,260,1419,160
16,4,EV,224,131,427,772
3,5,MQ,131,260,1769,558
17,4,MQ,123,983,59,1026
19,3,US,983,123,1299,1953
26,7,EV,870,131,1768,814
18,5,DL,983,123,1942,1549
24,6,AA,260,983,915,338
26,3,US,983,870,689,334
21,3,MQ,260,131,1502,474
29,3,AS,123,983,683,864
15,1,US,131,224,930,27
17,3,WN,870,224,1768,-66
24,4,EV,224,123,1354,707
22,3,FL,870,131,125,1318
21,3,US,983,441,797,1209
30,7,AA,983,260,1743,1592
23,5,FL,870,260,454,333
24,1,YV,260,123,472,-63
25,7,AS,983,123,1925,178
10,4,B6,123,224,1716,1403
18,6,DL,441,870,1044,288
10,5,WN,123,441,1574,1880
14,3,9E,123,131,510,1675
10,7,OO,224,983,142,959
14,4,EV,131,260,370,-36
15,4,DL,123,131,845,892
15,7,AA,224,983,1068,1103
15,2,F9,224,123,1161,1440
25,5,OO,441,870,950,145
21,7,AA,260,224,968,832
26,4,YV,131,123,1948,484
27,5,FL,983,870,1061,1813
28,5,B6,123,983,331,684
17,4,AS,123,260,903,456
27,3,UA,224,123,1452,1422
26,1,FL,123,131,1799,1404
29,7,OO,131,123,132,-12
8,7,YV,224,983,1009,710
12,4,OO,441,224,1112,16
11,2,VX,260,441,465,1191
22,2,HA,123,441,405,199
9,1,EV,260,983,365,10
1,4,DL,441,224,1902,319
13,6,HA,224,441,116,35
6,1,AS,983,224,984,571
26,4,MQ,441,870,1397,719
22,2,US,131,983,1638,391
4,6,US,123,870,1174,1006
14,7,EV,441,224,1027,1249
15,7,US,983,224,531,1544
24,6,UA,131,224,145,336
19,7,AS,983,131,28,649
5,2,UA,260,224,1417,842
17,1,HA,260,983,1265,602
1,3,DL,131,260,1930,1194
23,6,EV,123,870,1747,767
26,7,AS,983,260,438,1366
23,6,OO,224,983,1916,1901
10,7,9E,870,983,1499,983
8,1,AS,260,131,1649,1056
2,4,DL,260,123,1483,1993
10,5,WN,224,870,415,1773
26,2,OO,983,260,1794,833
12,6,AS,260,131,1455,-16
5,1,DL,131,123,941,-1
28,3,9E,870,224,1350,711
2,1,WN,131,870,147,811
24,3,YV,224,441,27,1703
13,2,UA,131,224,326,1853
4,6,VX,983,224,132,791
2,6,MQ,224,983,1117,909
20,5,9E,441,260,995,533
19,3,F9,870,131,894,1650
19,3,WN,123,870,975,1276
20,6,UA,260,983,1350,1769
29,1,FL,441,131,1737,690
16,6,AS,441,123,488,1699
17,2,F9,441,123,494,1046
7,5,HA,123,224,1514,429
4,4,WN,870,260,1008,24
9,1,9E,260,441,1495,1277
4,1,FL,441,983,1447,847
31,1,DL,131,123,1334,-74
28,7,F9,224,441,563,55
10,6,US,870,441,1360,595
23,2,YV,260,131,1620,1908
6,2,HA,870,983,1203,985
27,6,YV,224,260,692,445
17,2,WN,441,870,666,226
4,1,DL,260,983,465,1453
15,7,FL,123,870,177,954
21,3,VX,224,441,1467,1306
3,3,UA,224,870,1851,918
12,2,DL,123,260,696,168
8,1,UA,131,870,111,1850
27,2,YV,131,224,1740,832
20,4,HA,123,224,1027,250
17,3,AA,441,983,554,1759
20,6,DL,441,983,511,1587
1,1,AA,131,441,1833,517
18,6,OO,224,123,249,541
17,5,9E,260,123,1322,637
21,6,US,224,131,1593,54
7,1,US,224,260,1802,1336
12,4,DL,123,870,709,585
27,5,AA,224,123,1677,-88
31,1,YV,131,983,1277,-52
9,1,MQ,224,441,-2,92
21,5,WN,870,131,1921,1331
26,4,US,131,441,1295,1284
11,5,B6,123,131,1143,1273
20,7,YV,123,983,620,916
20,3,VX,870,260,424,1724
14,3,B6,224,131,411,1079
5,1,AS,260,441,825,1007
11,1,9E,260,441,1543,498
29,4,9E,123,870,692,1111
28,5,AS,131,224,336,1643
25,4,YV,260,441,950,37
29,6,WN,870,131,1992,1374
15,3,EV,131,983,252,123
26,4,YV,870,441,519,1656
17,4,MQ,983,123,1743,1198
16,1,EV,224,870,555,1041
29,7,B6,131,224,1666,989
22,5,F9,983,441,959,911
1,3,YV,870,131,-89,1099
21,5,HA,123,870,1493,1311
27,4,UA,123,131,1513,630
29,5,F9,870,441,105,803
6,4,HA,441,260,1302,1932
12,4,OO,123,224,656,196
1,1,US,224,260,1775,1972
12,7,B6,260,131,1404,858
10,2,US,224,441,1490,1459
19,5,DL,123,260,1266,1911
7,4,AA,260,131,741,26
3,7,MQ,224,983,1561,1285
5,5,US,441,224,1676,993
20,7,YV,131,441,1707,13
26,1,WN,441,870,80,1
31,4,B6,870,983,1038,881
2,1,9E,224,870,224,1899
7,4,YV,983,260,237,1462
30,6,YV,224,131,1688,663
30,3,OO,260,123,1906,1133
24,3,9E,260,123,1434,1954
4,5,F9,870,260,1089,1945
9,2,OO,983,123,1972,1380
3,3,B6,224,441,1960,1950
14,2,9E,870,224,604,236
5,2,MQ,441,224,552,402
26,1,DL,983,131,1788,403
22,6,DL,224,260,1085,1018
30,7,UA,131,983,1619,1757
3,3,9E,260,870,352,1803
13,4,DL,441,260,1115,1192
19,7,MQ,870,131,246,304
27,6,AS,870,441,1417,1702
16,7,YV,441,870,1536,1425
24,4,VX,260,870,1541,930
2,5,UA,870,260,414,-66
24,3,F9,131,441,1684,1173
30,2,EV,983,260,1911,1389
19,5,OO,123,983,450,1953
15,3,AS,870,224,1029,480
14,1,UA,224,123,66,1596
20,7,YV,131,224,850,1668
9,1,AA,260,441,1456,1861
14,7,WN,224,983,728,53
26,7,EV,224,260,952,912
3,5,HA,123,224,879,890
29,1,B6,260,123,358,1982
1,4,UA,983,441,930,1955
11,5,OO,131,983,1209,1421
10,3,F9,224,441,1508,327
9,2,WN,983,123,1773,936
23,5,HA,983,870,1199,198
29,5,HA,870,131,1954,1768
22,2,US,441,123,1329,1527
14,2,HA,870,131,1355,1691
3,4,F9,441,983,1239,1485
4,5,B6,123,441,1670,428
30,5,AS,983,870,1827,1624
19,2,VX,441,224,1063,462
28,3,B6,870,131,1887,1774
16,5,AA,224,870,270,-84
30,7,OO,224,441,215,138
11,7,F9,441,131,-64,669
15,2,B6,131,441,426,408
21,1,AA,260,983,1022,1341
6,7,AS,441,870,1008,1608
5,1,B6,441,224,1500,1278
7,6,MQ,870,260,768,1345
5,3,HA,123,131,438,1469
8,6,EV,224,983,1032,-41
21,4,US,224,123,1183,1062
9,2,AA,123,441,478,1059
7,7,UA,131,983,101,1898
1,7,HA,983,260,910,654
28,5,YV,131,123,0,472
1,3,HA,983,260,252,-2
15,4,B6,131,123,612,865
23,6,MQ,441,983,429,1902
21,2,OO,870,441,1686,1352
15,4,EV,983,260,1692,421
16,2,US,870,983,1212,1169
10,4,B6,131,123,636,1495
4,3,MQ,870,260,789,422
6,4,AA,131,983,468,182
30,6,B6,983,123,750,943
21,2,AA,260,224,1688,545
28,6,US,870,131,1965,641
16,2,HA,983,870,186,439
28,1,MQ,131,260,1742,358
4,2,YV,441,131,1319,892
26,3,US,131,441,1792,258
3,7,EV,983,224,1626,665
27,6,VX,224,123,1232,263
23,3,9E,123,260,676,1513
13,3,AS,983,224,928,761
24,7,WN,260,224,280,935
23,7,DL,224,260,130,1798
6,4,VX,441,224,1948,878
15,5,AA,983,224,1977,1726
22,4,B6,131,983,130,794
25,3,HA,224,131,61,-42
2,1,WN,123,131,767,475
24,7,WN,983,131,1849,1726
13,3,WN,983,260,393,1863
22,3,YV,224,131,13,888
26,4,HA,983,260,802,652
27,4,UA,441,983,1592,1067
11,3,WN,260,123,722,1263
11,4,HA,123,870,1184,178
12,1,OO,260,131,1521,1483
27,5,UA,983,441,1572,1240
1,1,MQ,260,870,796,1733
5,2,VX,441,983,1014,949
3,1,FL,441,224,653,423
24,3,US,983,123,1346,1865
12,7,HA,131,441,1756,434
13,4,AA,224,870,1018,187
30,4,AS,983,224,776,135
28,4,AA,224,131,217,803
5,2,F9,260,870,399,-34
12,6,F9,131,224,1175,679
6,5,UA,131,224,34,256
22,3,VX,441,260,445,966
26,4,US,123,870,711,122
18,2,AS,131,870,1943,1550
20,1,AA,870,441,1695,1971
10,4,WN,224,983,1506,1445
23,5,MQ,131,983,1667,-81
21,3,HA,441,131,1573,1970
24,3,DL,224,441,1239,1273
11,7,WN,131,224,576,1852
13,4,F9,260,224,763,484
24,7,FL,983,870,1898,903
23,7,WN,441,983,578,1839
22,3,YV,123,441,624,688
22,2,9E,260,441,929,1663
4,1,UA,870,260,310,1121
24,4,EV,131,441,97,1450
13,2,VX,260,131,1828,593
20,3,DL,983,260,906,1375
31,4,US,123,131,1608,255
10,3,AA,224,441,833,863
18,2,DL,260,123,396,1518
7,3,OO,131,441,1623,179
21,7,HA,260,224,1923,1922
21,5,DL,131,224,272,546
3,4,HA,224,123,292,1952
6,1,DL,260,983,527,884
12,2,HA,131,123,199,698
21,7,HA,224,870,172,1092
19,5,FL,260,123,225,587
6,2,B6,870,123,1646,1882
27,1,FL,224,123,1324,-26
4,6,YV,260,224,1890,1211
23,6,DL,870,131,-69,-77
21,5,EV,441,123,1796,1440
27,2,FL,260,983,1104,1165
9,2,OO,131,224,365,1426
10,6,OO,123,983,1147,1683
4,4,AA,131,123,1752,-56
5,5,FL,224,870,35,942
20,2,DL,123,260,727,1059
19,6,B6,441,260,632,739
13,6,DL,224,123,2,1434
28,6,HA,260,131,628,986
18,2,F9,441,123,1334,665
13,2,UA,441,870,504,75
8,1,B6,224,123,1688,1814
24,3,FL,131,983,781,585
22,1,B6,870,260,241,1542
4,1,WN,870,131,1818,1585
31,5,DL,441,224,635,1210
7,5,VX,123,983,950,593
8,7,DL,870,260,598,600
19,3,EV,123,131,1879,1284
28,1,AS,224,441,-52,1378
3,5,9E,260,224,204,148
1,4,US,441,983,1209,-90
17,3,FL,131,983,1092,1591
2,2,OO,870,260,1965,926
20,4,AA,870,260,-72,830
15,4,9E,123,441,1104,65
8,3,US,983,131,-69,244
15,2,YV,870,224,1713,892
18,2,DL,441,224,382,867
12,1,EV,224,123,545,158
9,1,WN,260,224,700,1470
3,5,AA,131,123,1390,20
2,4,US,224,983,163,170
21,6,9E,441,870,1844,218
15,1,VX,441,123,1012,1340
19,4,VX,260,870,699,266
27,1,YV,224,983,3,1161
18,6,EV,441,983,909,393
30,1,B6,131,123,1023,1273
16,7,VX,441,870,1803,1698
19,7,US,870,123,429,997
24,1,B6,131,870,1882,59
26,1,YV,131,224,1629,1155
30,4,YV,983,123,64,428
7,5,DL,224,441,930,1333
15,5,FL,224,983,1703,1785
11,7,HA,441,224,509,142
21,5,FL,131,983,996,1842
12,6,OO,260,224,615,1778
20,2,HA,224,131,1290,1835
1,2,9E,441,260,22,894
13,6,WN,131,260,700,1162
10,5,AS,260,870,991,454
8,5,MQ,441,870,1207,1509
12,2,MQ,260,441,217,1605
13,2,F9,441,870,1838,919
27,2,AS,983,224,-88,1499
2,7,B6,441,224,1583,1637
9,7,AA,224,260,377,972
3,3,VX,441,224,703,946
6,7,WN,441,983,767,1543
18,4,FL,224,131,789,698
2,3,9E,983,870,990,1390
4,6,AS,983,441,733,1009
30,2,EV,260,983,217,331
9,5,9E,870,983,1100,1261
10,2,EV,870,441,1125,635
25,3,VX,260,441,873,1971
3,2,B6,123,983,403,1570
21,5,FL,983,870,930,1486
19,5,YV,983,224,610,937
7,3,HA,870,441,1930,1434
19,7,B6,260,441,1375,882
2,4,US,260,123,388,969
3,7,MQ,983,441,1038,1866
30,6,MQ,131,224,99,1291
6,3,US,870,131,705,212
17,1,F9,123,441,928,1556
24,4,VX,983,224,588,1163
2,7,EV,224,441,1000,1602
14,6,VX,123,870,367,8
21,4,MQ,870,131,1726,1167
29,7,F9,131,123,161,1911
21,1,VX,131,441,1285,-64
28,7,9E,870,123,1693,242
1,1,B6,983,131,574,1204
24,2,EV,123,224,1601,80
25,1,FL,123,983,1868,576
18,4,MQ,131,260,447,362
18,4,EV,224,123,982,1109
2,7,YV,224,983,1518,1459
27,6,YV,131,260,1969,970
30,1,EV,224,123,1071,247
5,3,VX,983,260,-44,1848
6,2,WN,224,870,177,1349
6,5,US,131,983,1019,1771
16,6,WN,983,441,773,1906
17,2,MQ,441,131,17,1292
16,5,OO,983,870,755,1497
1,4,AS,870,260,308,65
7,5,9E,983,131,323,1196
27,7,MQ,123,983,128,868
24,1,F9,983,870,1356,1578
31,4,WN,131,441,-39,1616
10,6,YV,224,983,1508,-30
28,1,FL,870,983,256,133
10,2,VX,123,131,576,460
27,6,AS,870,983,325,-5
28,3,UA,260,224,1101,149
26,5,MQ,131,983,1217,1560
11,2,9E,983,224,900,1827
25,6,US,260,870,55,1731
30,6,UA,441,870,1221,1779
29,7,9E,224,870,1344,533
6,2,US,983,123,1089,1617
28,6,AA,870,131,237,1914
25,2,FL,260,983,1867,617
19,6,WN,131,983,1242,563
13,4,9E,224,131,116,482
22,5,US,123,224,1002,55
2,5,9E,870,123,267,1302
3,2,AS,131,441,487,1599
11,4,US,131,441,806,1295
7,6,OO,123,441,1436,914
20,3,WN,983,224,188,1179
14,6,FL,224,441,-11,1010
12,2,DL,123,131,1529,907
29,4,EV,224,983,182,1940
7,4,F9,131,870,635,1466
29,7,HA,983,131,795,1979
4,6,EV,123,983,1870,248
2,2,HA,260,870,847,150
10,3,EV,131,983,1134,923
26,7,WN,870,441,122,640
21,5,HA,441,123,257,811
18,1,FL,870,131,173,28
30,4,OO,131,224,1592,1942
15,2,WN,870,260,1301,1768
12,3,AS,870,983,1255,138
29,5,B6,224,983,1255,924
25,6,B6,224,983,341,106
20,2,US,224,870,1421,741
18,5,F9,224,123,687,921
31,1,HA,224,441,1395,186
17,3,US,983,441,16,1802
13,3,DL,123,224,1670,467
1,4,YV,260,870,1052,334
4,6,AS,983,441,1152,1976
6,1,WN,870,260,1070,902
22,2,YV,441,983,1757,920
19,3,AA,123,224,1689,1240
30,2,UA,260,870,587,37
24,7,UA,224,260,1977,744
25,1,FL,870,260,1432,640
17,7,EV,131,983,1129,1367
22,6,US,123,870,175,1031
22,3,AS,983,870,1671,929
5,2,DL,260,983,23,956
6,3,F9,123,983,1438,1929
11,3,OO,131,983,-62,183
16,7,OO,131,260,1319,84
10,4,YV,123,441,78,835
5,7,US,870,260,82,425
1,1,AS,131,441,214,1790
2,7,OO,870,441,888,1005
2,6,MQ,441,870,333,1594
22,3,DL,123,224,1896,422
24,1,VX,260,441,998,1333
27,2,OO,870,983,1314,1082
23,5,HA,441,224,414,1536
29,5,US,870,441,269,1354
14,4,EV,441,123,1323,1368
4,6,US,441,870,1394,1603
3,7,WN,441,870,1598,1135
8,4,MQ,123,131,1489,927
1,3,UA,870,441,1184,389
4,7,EV,441,870,797,748
14,2,FL,131,983,439,968
17,2,UA,983,123,1517,1555
5,1,F9,123,131,1659,1747
29,3,VX,260,441,1891,1145
19,7,WN,131,870,711,249
30,2,AA,131,870,1323,563
2,3,HA,870,441,1492,650
27,5,EV,224,983,1628,925
1,1,F9,224,260,1877,1053
30,6,DL,870,131,353,1898
4,7,EV,870,224,1957,1641
22,6,DL,224,870,1386,1316
1,4,F9,224,870,611,689
7,3,WN,123,870,1826,744
12,4,YV,441,260,1430,1503
10,2,AS,131,441,165,-93
29,1,AA,260,983,789,552
1,2,F9,870,224,1163,613
10,7,VX,441,870,747,1230
24,2,US,224,441,1592,231
17,6,F9,123,131,-48,894
1,6,WN,260,131,1249,1970
31,2,EV,441,870,1271,718
28,1,B6,441,260,284,570
15,4,DL,131,123,756,1502
13,2,VX,870,260,1144,1866
3,6,MQ,224,131,548,1596
19,5,9E,260,983,1277,-59
22,4,AA,224,260,608,1039
16,3,HA,123,224,1313,710
4,6,HA,441,260,536,927
5,7,YV,441,983,1251,1598
19,6,US,870,123,94,922
13,5,YV,123,983,152,1768
5,6,VX,260,123,1250,521
10,7,EV,983,131,1950,1356
20,5,MQ,224,441,1979,1959
30,6,EV,224,123,1243,394
15,4,OO,983,131,1594,998
8,4,EV,131,123,1572,1341
27,3,F9,870,260,1981,582
31,7,VX,224,441,344,1242
23,5,DL,441,983,436,1148
19,7,AS,131,983,677,948
15,4,WN,441,983,1518,214
30,5,WN,441,224,1305,1292
31,1,EV,123,441,1405,1319
24,4,HA,441,870,480,753
21,6,UA,131,441,671,1471
30,1,AS,260,123,256,531
1,4,VX,441,870,334,1240
14,1,OO,441,224,70,1695
22,2,DL,224,123,815,779
4,1,FL,131,260,-54,1648
14,2,YV,870,260,571,-29
15,2,AS,224,441,924,1961
12,4,OO,224,870,-97,1784
19,6,DL,441,123,1323,1561
16,7,AS,441,983,693,1571
2,3,9E,870,260,1501,1745
8,1,VX,224,131,929,-77
11,3,WN,131,441,1928,887
2,7,UA,441,260,1958,1656
2,7,FL,131,123,1253,769
31,5,FL,123,224,1630,1618
9,4,AA,224,983,33,1242
10,1,EV,131,123,1103,1481
20,7,YV,123,983,-47,67
30,5,AA,123,260,43,1746
17,3,9E,224,131,1507,1706
8,6,AS,260,441,1932,1059
25,5,MQ,224,870,32,1031
4,5,US,123,224,1448,1939
8,2,B6,123,131,723,-46
5,6,9E,983,260,617,1368
4,1,AA,441,123,704,1347
28,6,DL,131,983,1103,580
10,1,FL,441,131,1184,1736
24,7,AA,131,260,834,471
18,6,YV,224,131,1615,1817
2,6,VX,870,260,577,1211
29,2,AS,260,123,-32,770
27,4,HA,131,260,1788,1074
23,6,HA,983,441,-13,309
14,2,FL,131,224,737,1733
6,4,VX,441,123,892,1988
16,1,UA,224,123,1165,227
4,2,MQ,131,983,331,218
17,4,AA,260,870,1297,1692
13,7,YV,260,870,1920,192
23,7,F9,131,224,36,832
17,4,US,123,224,1693,1005
17,5,FL,123,983,875,-48
1,4,YV,224,870,1902,1874
28,6,FL,123,131,990,1833
13,3,US,441,224,1806,162
10,5,WN,224,870,1852,959
4,6,AS,441,983,1195,837
25,2,UA,870,983,1716,1130
22,7,F9,260,983,1223,471
21,7,AA,441,870,360,1396
27,1,US,123,260,1672,1851
18,7,UA,224,260,205,1209
10,6,WN,870,260,1925,51
2,6,WN,441,983,-63,728
7,1,MQ,131,441,961,1677
2,2,OO,983,441,1210,1985
8,6,AS,870,123,1309,1443
8,7,HA,224,441,517,900
29,3,F9,983,131,1042,1214
11,1,US,870,123,1281,1827
31,6,F9,260,131,1548,687
1,7,HA,131,260,580,1003
28,2,YV,441,260,263,1446
17,6,VX,123,441,558,1994
19,4,9E,441,870,1871,1611
31,2,OO,441,224,0,756
12,6,9E,441,131,1823,1718
6,4,B6,260,441,675,403
5,2,9E,260,131,269,619
5,5,DL,441,224,1504,659
22,5,9E,983,224,288,1955
11,3,9E,983,260,163,572
29,5,MQ,983,131,250,970
2,2,UA,260,123,1547,820
29,2,F9,123,224,1665,1844
22,3,DL,224,983,1163,1729
31,4,UA,131,260,1714,310
19,6,WN,870,131,470,278
25,6,UA,224,260,144,1611
14,5,US,224,131,1480,1096
10,4,VX,441,224,107,616
19,2,UA,224,123,1699,625
26,6,AS,131,260,1518,1812
13,2,EV,441,224,1524,728
28,5,AS,224,123,1486,71
6,6,VX,123,870,523,-42
23,4,AS,224,260,101,1063
16,3,EV,260,441,269,1674
9,7,MQ,260,224,41,836
23,6,B6,123,260,1490,1587
14,2,F9,224,870,1022,1386
10,1,AS,260,983,-90,1256
30,7,VX,870,131,523,566
3,7,B6,131,983,-93,1994
14,1,AA,983,131,1467,1598
24,6,AA,441,123,648,1495
14,5,DL,123,983,325,1711
22,3,HA,983,131,1993,333
13,7,F9,260,441,1179,1036
14,4,OO,123,260,1079,1208
28,7,F9,870,224,211,1663
28,2,9E,983,123,526,766
19,2,UA,260,131,989,941
15,1,EV,260,123,-38,1800
20,5,UA,260,224,-2,591
22,1,UA,224,441,24,1643
4,3,US,870,260,858,810
25,1,OO,441,224,230,943
25,3,UA,870,131,946,170
30,7,FL,224,131,1098,628
27,7,FL,224,123,1979,195
6,1,UA,983,441,468,353
28,4,DL,260,870,392,546
14,2,US,870,131,86,1241
16,6,MQ,260,123,456,1040
3,2,AS,441,131,877,121
25,2,UA,224,441,87,589
20,4,F9,870,983,881,843
10,1,MQ,131,983,1873,1509
7,5,9E,983,260,532,1359
1,2,MQ,441,131,7,1582
27,1,AS,441,983,1585,906
19,6,AA,260,224,1207,-17
25,7,9E,983,123,1993,1929
11,5,DL,441,123,1190,382
30,2,YV,131,224,1899,597
20,1,OO,123,260,936,1083
19,6,MQ,983,870,339,193
16,3,DL,870,123,21,720
12,4,9E,441,983,1522,1249
25,2,OO,441,870,1103,1039
13,4,DL,131,870,1712,453
13,6,AA,224,870,1096,1824
5,1,B6,983,123,-94,690
20,2,F9,870,131,1356,443
22,5,AS,260,131,-81,1153
8,7,UA,224,131,379,1547
13,5,US,123,224,1878,1706
23,4,WN,983,224,1086,110
24,1,WN,224,441,704,1539
3,4,US,870,131,512,971
18,1,MQ,260,441,1285,899
29,3,FL,870,260,842,801
31,5,UA,123,224,884,1401
23,7,VX,224,441,71,1316
20,7,YV,224,260,869,1088
3,1,9E,441,123,1902,1147
9,6,OO,870,983,726,1741
2,3,AA,260,870,1608,1779
20,3,UA,131,123,1494,1277
31,4,MQ,131,870,1476,285
22,2,9E,260,123,-14,1305
30,4,B6,870,224,109,-18
23,6,OO,983,123,1185,1658
9,2,AA,131,441,1840,561
29,6,YV,260,123,1759,179
14,5,B6,441,260,1485,1211
6,2,WN,131,870,912,1162
4,1,9E,260,123,1259,1700
14,4,B6,131,441,495,1477
23,2,EV,983,870,488,381
25,5,UA,224,870,574,957
19,1,VX,131,441,5,1096
23,3,US,123,441,1406,691
8,1,9E,870,441,778,1766
4,5,US,870,224,1409,1552
16,7,B6,870,123,1682,946
23,7,B6,983,131,1009,1151
2,6,9E,123,260,48,1720
2,2,MQ,983,870,403,108
10,7,AA,441,870,1720,1891
14,5,FL,224,131,622,1961
24,7,AS,441,983,530,1757
9,3,OO,224,441,511,1435
30,5,OO,123,441,698,1583
27,3,9E,870,441,1724,1400
27,5,MQ,131,870,1883,174
11,2,F9,123,441,1352,125
23,7,OO,260,870,1782,393
7,6,VX,131,983,-92,337
30,2,DL,870,983,953,150
13,7,AA,224,983,91,1102
29,1,WN,123,224,1525,1924
5,4,DL,870,983,1693,352
19,6,YV,224,870,320,1698
24,3,DL,870,224,1581,1110
15,2,DL,224,441,1104,762
21,1,OO,131,260,1567,1791
30,7,FL,870,224,1695,41
12,3,MQ,224,441,194,1523
19,1,US,441,224,1990,1165
29,4,F9,870,983,1274,1614
13,7,YV,123,983,1998,545
22,2,WN,441,123,-13,1500
11,6,UA,441,123,34,656
8,3,DL,870,123,1830,827
5,7,AA,123,224,1669,1472
13,3,AS,870,260,-83,1228
21,2,9E,224,441,542,366
19,3,MQ,441,870,1271,816
31,5,WN,441,224,200,1810
1,3,EV,131,441,882,31
8,2,B6,983,870,815,1448
28,5,VX,260,870,1114,1361
5,4,B6,983,260,1191,388
1,6,UA,123,870,1396,1938
31,2,UA,123,983,47,1532
29,7,9E,131,870,1084,279
11,6,WN,224,260,609,1202
20,2,VX,131,870,909,1184
2,4,FL,870,123,1271,1316
3,4,YV,123,983,1387,209
7,4,9E,260,131,1270,792
15,7,HA,123,224,994,928
17,6,DL,260,983,170,1917
6,1,HA,870,441,1001,1607
13,3,VX,260,123,215,1210
26,4,US,224,441,916,519
5,7,9E,260,224,1741,60
17,1,DL,441,260,339,1004
4,2,YV,131,441,196,1016
20,6,9E,123,131,908,1732
18,6,B6,260,983,456,1545
16,7,MQ,131,123,-67,-42
11,5,DL,131,123,1250,1980
4,3,DL,123,131,688,787
27,1,US,983,441,36,360
29,1,US,441,260,1442,806
17,6,WN,983,441,55,655
3,1,WN,123,224,1599,1142
29,2,EV,870,123,558,1090
27,4,9E,870,260,490,1971
23,6,UA,123,224,678,1524
2,4,9E,260,224,1985,979
24,3,EV,131,441,605,1492
5,1,MQ,123,131,817,223
24,4,UA,441,983,1609,1349
29,7,B6,870,441,1618,1500
28,7,B6,983,870,764,-8
20,3,AA,983,131,1141,863
22,7,VX,131,260,1090,311
12,1,VX,870,983,490,1222
25,2,MQ,224,260,-6,1832
29,6,OO,224,983,1479,943
14,1,HA,123,224,1391,1387
11,5,VX,870,983,385,1964
23,3,HA,441,123,905,1179
8,3,9E,123,131,1043,476
16,5,UA,441,260,1988,411
1,4,VX,131,224,1427,1460
6,3,WN,131,224,481,1777
6,2,MQ,870,441,1597,866
16,3,MQ,123,224,941,402
20,6,UA,131,224,1289,1826
27,6,AA,260,131,559,449
3,7,YV,131,123,1936,230
14,2,AS,441,123,1386,-28
13,6,AS,224,441,995,1762
22,2,9E,224,983,291,1054
20,1,DL,441,224,788,662
23,1,WN,224,441,1648,1819
21,1,WN,260,131,1628,1892
16,4,F9,441,983,111,299
28,1,AS,123,441,-94,843
8,6,YV,131,983,610,1514
21,5,YV,123,260,1820,1848
25,3,MQ,260,131,671,1057
11,2,MQ,224,260,431,448
12,7,OO,983,224,1853,1747
15,4,9E,260,224,1383,1726
2,2,B6,441,983,1310,664
30,3,AS,123,260,1669,42
13,2,MQ,224,441,1522,1903
28,3,FL,131,260,-36,1068
29,6,MQ,870,983,1409,1960
10,4,OO,260,131,129,1470
31,6,MQ,131,441,627,1294
21,6,AA,224,260,515,1199
3,7,WN,983,870,1842,1087
15,6,YV,870,441,179,1679
14,6,EV,224,441,820,1233
10,7,US,131,441,453,164
18,3,YV,123,441,608,840
31,6,AA,441,983,257,1050
16,4,WN,870,224,463,1542
17,7,VX,441,224,1346,1096
31,5,OO,260,131,1803,251
18,6,F9,441,870,453,-17
23,6,B6,123,131,-5,23
9,2,WN,123,441,1604,136
11,1,US,870,224,1900,1224
4,3,AA,131,983,1528,1723
23,7,DL,123,441,1994,-68
9,6,UA,123,441,1881,651
22,2,OO,983,224,1100,1514
23,6,F9,870,983,1118,712
31,3,B6,260,123,1770,409
5,6,US,131,870,161,637
28,3,HA,441,224,862,1241
15,3,YV,224,870,1882,1938
9,6,F9,870,224,1489,1271
11,1,HA,131,870,185,-63
21,5,YV,983,441,277,951
30,4,EV,123,870,646,1988
3,6,AA,123,870,1871,982
29,6,WN,870,260,1937,1018
26,7,EV,870,224,1781,390
10,7,MQ,260,224,1408,1497
22,7,MQ,870,131,106,793
25,2,VX,224,983,1422,491
18,4,VX,983,260,1905,747
1,4,EV,983,441,126,1944
23,2,AS,224,131,1789,1481
14,6,EV,983,441,651,1451
20,6,HA,123,983,1558,868
13,2,YV,123,131,1267,1515
9,2,AA,441,983,1204,160
