DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay,distance,flight_time
20,1,AS,342,886,1324,1615,3029.839200755093,3.763
8,2,B6,332,109,291,1382,2721.448309465295,3.38
17,2,YV,3,109,752,1032,7279.162725889051,9.042
4,7,F9,332,13796,1843,1937,2326.057237259234,2.889
22,1,AA,13796,3,1391,1067,3766.5306391462927,4.678
9,3,YV,13796,886,77,327,3313.4138607753753,4.116
30,5,FL,342,332,547,19,1489.3221786415754,1.85
4,1,MQ,886,109,1721,1235,6552.633501250248,8.139
24,6,US,886,13796,842,351,3313.4138607753753,4.116
4,2,WN,792,13796,719,1438,5724.425114422574,7.111
16,5,OO,13796,332,122,1685,2326.057237259234,2.889
30,5,YV,13796,3,629,1486,3766.5306391462927,4.678
15,6,HA,792,13796,1368,1004,5724.425114422574,7.111
5,1,AA,13796,792,1049,459,5724.425114422574,7.111
15,4,FL,332,886,1307,800,3893.6439113504675,4.836
6,7,FL,792,109,840,254,1757.5144378014597,2.183
16,7,HA,886,109,1839,1795,6552.633501250248,8.139
24,4,MQ,792,332,915,1240,4249.405851578451,5.278
8,5,F9,886,109,-80,1611,6552.633501250248,8.139
16,6,AA,332,3,1643,1515,4674.552336619661,5.806
27,1,YV,886,342,1928,885,3029.839200755093,3.763
25,1,WN,332,109,792,443,2721.448309465295,3.38
8,6,EV,792,3,-35,1865,8915.228993127932,11.074
6,6,YV,342,792,-1,1763,5375.959018836008,6.678
28,6,VX,886,13796,657,1417,3313.4138607753753,4.116
23,6,DL,342,886,189,1476,3029.839200755093,3.763
17,1,AS,342,792,1644,1005,5375.959018836008,6.678
18,5,HA,342,109,231,1275,3661.994203798179,4.549
17,6,UA,342,332,111,354,1489.3221786415754,1.85
15,5,AA,886,792,1397,1400,8143.046916192439,10.115
18,6,EV,13796,342,738,466,947.0295464431748,1.176
18,1,OO,792,13796,759,823,5724.425114422574,7.111
29,3,WN,792,3,1035,123,8915.228993127932,11.074
12,4,OO,332,792,1953,402,4249.405851578451,5.278
18,6,AS,886,342,1751,1407,3029.839200755093,3.763
31,6,EV,3,342,671,1775,3665.1453832726484,4.552
13,2,AS,332,3,215,347,4674.552336619661,5.806
4,6,F9,13796,792,1932,516,5724.425114422574,7.111
17,6,DL,3,13796,1100,1606,3766.5306391462927,4.678
30,2,OO,342,109,1320,1620,3661.994203798179,4.549
21,1,AS,886,342,674,157,3029.839200755093,3.763
27,5,US,332,13796,1586,1304,2326.057237259234,2.889
26,3,OO,342,3,1723,1775,3665.1453832726484,4.552
5,7,AS,792,109,603,964,1757.5144378014597,2.183
12,3,AA,13796,886,507,1346,3313.4138607753753,4.116
31,2,FL,792,886,1068,646,8143.046916192439,10.115
23,6,F9,13796,342,560,874,947.0295464431748,1.176
11,5,F9,332,3,1705,966,4674.552336619661,5.806
7,5,AA,792,13796,1198,1308,5724.425114422574,7.111
15,5,FL,13796,792,1135,397,5724.425114422574,7.111
30,4,F9,332,886,1776,1211,3893.6439113504675,4.836
24,5,US,13796,332,1110,1841,2326.057237259234,2.889
22,2,YV,792,109,1287,360,1757.5144378014597,2.183
29,1,F9,342,886,378,1161,3029.839200755093,3.763
20,7,MQ,332,886,1726,1363,3893.6439113504675,4.836
2,5,HA,332,792,809,1038,4249.405851578451,5.278
3,5,YV,13796,332,257,1996,2326.057237259234,2.889
16,3,AA,886,13796,1378,1528,3313.4138607753753,4.116
28,4,UA,13796,342,1481,1427,947.0295464431748,1.176
12,3,AS,332,792,1725,258,4249.405851578451,5.278
29,4,WN,13796,342,1712,1082,947.0295464431748,1.176
29,4,WN,13796,342,471,252,947.0295464431748,1.176
10,4,US,13796,3,170,1439,3766.5306391462927,4.678
14,6,9E,332,3,1597,616,4674.552336619661,5.806
23,5,F9,109,886,716,661,6552.633501250248,8.139
10,5,OO,3,886,72,1136,846.0814777372083,1.051
10,4,YV,3,109,819,9,7279.162725889051,9.042
5,3,AS,3,332,1835,408,4674.552336619661,5.806
29,3,WN,342,3,634,1914,3665.1453832726484,4.552
8,1,B6,342,3,1035,1919,3665.1453832726484,4.552
24,3,OO,332,109,1686,956,2721.448309465295,3.38
16,6,B6,342,3,1428,1999,3665.1453832726484,4.552
1,7,9E,342,109,567,139,3661.994203798179,4.549
15,6,F9,13796,792,1363,568,5724.425114422574,7.111
12,4,UA,332,792,99,1087,4249.405851578451,5.278
21,1,HA,792,109,650,287,1757.5144378014597,2.183
18,3,US,109,13796,1133,1011,3967.0282495914184,4.927
23,3,B6,342,3,1340,488,3665.1453832726484,4.552
17,3,UA,332,13796,1886,1587,2326.057237259234,2.889
4,2,F9,792,13796,1961,805,5724.425114422574,7.111
26,5,B6,3,13796,1609,1786,3766.5306391462927,4.678
27,2,DL,332,3,1864,1326,4674.552336619661,5.806
12,2,YV,792,342,1301,605,5375.959018836008,6.678
1,6,B6,342,792,810,427,5375.959018836008,6.678
5,6,MQ,3,342,1159,413,3665.1453832726484,4.552
3,4,B6,13796,3,218,-23,3766.5306391462927,4.678
25,4,AA,3,886,704,341,846.0814777372083,1.051
17,5,AA,332,342,1821,387,1489.3221786415754,1.85
3,3,DL,792,332,295,407,4249.405851578451,5.278
19,2,FL,109,13796,1339,19,3967.0282495914184,4.927
28,6,9E,332,13796,1324,1342,2326.057237259234,2.889
25,6,MQ,13796,109,1968,179,3967.0282495914184,4.927
25,1,HA,332,109,684,1054,2721.448309465295,3.38
1,6,B6,13796,109,776,1965,3967.0282495914184,4.927
16,3,FL,3,342,1700,339,3665.1453832726484,4.552
13,4,HA,13796,792,832,1569,5724.425114422574,7.111
4,4,B6,332,792,456,1930,4249.405851578451,5.278
23,3,AA,3,792,236,1243,8915.228993127932,11.074
13,3,YV,886,332,1177,1718,3893.6439113504675,4.836
14,3,WN,13796,109,673,185,3967.0282495914184,4.927
31,6,UA,3,886,634,-48,846.0814777372083,1.051
22,1,VX,342,886,1694,248,3029.839200755093,3.763
13,4,B6,332,13796,591,165,2326.057237259234,2.889
11,2,VX,792,13796,402,853,5724.425114422574,7.111
24,4,9E,3,886,1018,1539,846.0814777372083,1.051
22,5,VX,792,886,1884,1994,8143.046916192439,10.115
25,4,B6,792,13796,400,926,5724.425114422574,7.111
8,6,F9,886,3,21,307,846.0814777372083,1.051
27,1,OO,342,332,9,633,1489.3221786415754,1.85
22,3,F9,886,109,1140,294,6552.633501250248,8.139
22,7,OO,3,332,1808,727,4674.552336619661,5.806
16,4,9E,792,342,1307,-28,5375.959018836008,6.678
14,1,VX,3,332,1743,1188,4674.552336619661,5.806
15,4,AA,3,886,34,624,846.0814777372083,1.051
28,7,AS,109,342,572,1913,3661.994203798179,4.549
10,6,VX,886,13796,1896,348,3313.4138607753753,4.116
16,6,OO,109,342,1849,540,3661.994203798179,4.549
13,3,OO,109,332,1447,1344,2721.448309465295,3.38
11,1,DL,3,792,84,425,8915.228993127932,11.074
12,7,DL,3,792,1297,1458,8915.228993127932,11.074
12,3,WN,332,886,1338,131,3893.6439113504675,4.836
8,2,AS,342,13796,247,168,947.0295464431748,1.176
4,3,FL,3,792,-20,1235,8915.228993127932,11.074
22,7,WN,332,886,1625,992,3893.6439113504675,4.836
16,5,DL,332,342,1196,1447,1489.3221786415754,1.85
11,5,B6,109,886,1900,309,6552.633501250248,8.139
7,3,OO,342,3,1959,1290,3665.1453832726484,4.552
10,3,WN,13796,109,726,1935,3967.0282495914184,4.927
27,7,HA,342,332,1077,986,1489.3221786415754,1.85
19,4,MQ,332,792,276,288,4249.405851578451,5.278
9,1,OO,109,792,1649,759,1757.5144378014597,2.183
21,7,AS,792,332,1967,1128,4249.405851578451,5.278
18,3,HA,886,342,1597,1547,3029.839200755093,3.763
17,4,FL,792,109,-24,664,1757.5144378014597,2.183
7,6,YV,109,886,997,1676,6552.633501250248,8.139
21,1,HA,109,342,1392,1794,3661.994203798179,4.549
5,6,AS,13796,3,1683,1580,3766.5306391462927,4.678
21,2,WN,792,332,993,1075,4249.405851578451,5.278
9,6,MQ,342,13796,1562,876,947.0295464431748,1.176
7,1,MQ,332,13796,1171,1801,2326.057237259234,2.889
14,4,AA,886,109,727,552,6552.633501250248,8.139
1,3,9E,792,13796,620,72,5724.425114422574,7.111
26,1,AA,342,886,243,1185,3029.839200755093,3.763
28,1,WN,109,792,1388,269,1757.5144378014597,2.183
27,2,MQ,886,342,358,1949,3029.839200755093,3.763
22,7,9E,332,109,1933,269,2721.448309465295,3.38
4,7,US,13796,109,1248,1497,3967.0282495914184,4.927
24,2,WN,3,342,792,490,3665.1453832726484,4.552
7,3,YV,332,13796,1572,941,2326.057237259234,2.889
2,4,UA,3,109,362,1196,7279.162725889051,9.042
16,6,MQ,109,886,1037,493,6552.633501250248,8.139
23,3,AS,792,886,-14,42,8143.046916192439,10.115
22,7,AA,3,342,881,936,3665.1453832726484,4.552
10,6,UA,109,886,399,868,6552.633501250248,8.139
13,1,VX,3,886,946,1132,846.0814777372083,1.051
10,2,FL,332,13796,1697,1199,2326.057237259234,2.889
14,7,AA,3,342,1022,228,3665.1453832726484,4.552
16,6,WN,3,886,1262,1630,846.0814777372083,1.051
27,2,9E,3,332,1973,171,4674.552336619661,5.806
20,6,US,792,886,1756,12,8143.046916192439,10.115
21,6,FL,3,332,1716,457,4674.552336619661,5.806
7,6,AS,332,886,1185,236,3893.6439113504675,4.836
8,5,F9,332,13796,1580,1208,2326.057237259234,2.889
28,6,F9,886,3,967,610,846.0814777372083,1.051
27,3,AS,342,109,713,245,3661.994203798179,4.549
6,4,VX,886,792,819,-16,8143.046916192439,10.115
21,5,MQ,332,109,264,1794,2721.448309465295,3.38
23,7,FL,13796,792,103,1542,5724.425114422574,7.111
20,3,F9,109,886,264,1407,6552.633501250248,8.139
4,1,WN,13796,109,1758,1924,3967.0282495914184,4.927
23,2,HA,332,13796,990,1079,2326.057237259234,2.889
13,2,WN,342,886,746,782,3029.839200755093,3.763
24,6,HA,3,792,1613,638,8915.228993127932,11.074
1,3,9E,886,13796,864,1747,3313.4138607753753,4.116
19,6,YV,13796,792,251,-58,5724.425114422574,7.111
28,3,VX,886,13796,769,1470,3313.4138607753753,4.116
24,5,9E,342,886,199,290,3029.839200755093,3.763
2,3,MQ,109,332,1828,1351,2721.448309465295,3.38
31,7,AA,109,342,-79,938,3661.994203798179,4.549
13,3,VX,109,3,1419,441,7279.162725889051,9.042
19,2,9E,109,332,595,1963,2721.448309465295,3.38
29,4,F9,886,792,267,1199,8143.046916192439,10.115
14,2,9E,342,109,378,1183,3661.994203798179,4.549
16,7,9E,332,13796,1376,1661,2326.057237259234,2.889
20,7,9E,792,3,1182,1684,8915.228993127932,11.074
24,4,F9,13796,792,1702,117,5724.425114422574,7.111
2,2,FL,13796,3,46,1826,3766.5306391462927,4.678
23,4,WN,792,13796,375,1927,5724.425114422574,7.111
12,6,OO,332,886,1774,1919,3893.6439113504675,4.836
28,2,B6,332,342,1331,283,1489.3221786415754,1.85
6,7,FL,13796,792,1983,1017,5724.425114422574,7.111
19,2,DL,109,342,639,1605,3661.994203798179,4.549
25,4,B6,332,13796,1246,6,2326.057237259234,2.889
22,1,VX,792,342,1430,334,5375.959018836008,6.678
5,1,EV,3,792,1785,1865,8915.228993127932,11.074
31,3,DL,886,342,1249,79,3029.839200755093,3.763
31,4,US,342,109,429,765,3661.994203798179,4.549
26,6,AS,3,332,1223,127,4674.552336619661,5.806
18,5,VX,342,332,279,1533,1489.3221786415754,1.85
8,7,VX,792,13796,265,-16,5724.425114422574,7.111
6,4,VX,3,13796,1067,531,3766.5306391462927,4.678
16,7,WN,332,792,1170,437,4249.405851578451,5.278
4,7,UA,792,342,1999,718,5375.959018836008,6.678
29,4,OO,886,3,999,1632,846.0814777372083,1.051
26,3,FL,332,886,1678,1644,3893.6439113504675,4.836
17,3,YV,332,3,818,535,4674.552336619661,5.806
21,6,EV,886,109,1090,1817,6552.633501250248,8.139
30,7,OO,886,332,1130,508,3893.6439113504675,4.836
29,3,MQ,13796,342,1651,1110,947.0295464431748,1.176
18,1,AA,109,332,340,1991,2721.448309465295,3.38
4,4,9E,886,3,1355,943,846.0814777372083,1.051
25,5,DL,109,332,366,1795,2721.448309465295,3.38
27,4,AA,13796,3,241,1604,3766.5306391462927,4.678
11,5,YV,342,792,1742,985,5375.959018836008,6.678
7,2,EV,792,13796,962,335,5724.425114422574,7.111
1,1,VX,886,109,377,-46,6552.633501250248,8.139
16,4,VX,13796,342,1893,1140,947.0295464431748,1.176
12,6,VX,109,3,1139,258,7279.162725889051,9.042
1,2,B6,13796,3,-35,670,3766.5306391462927,4.678
7,4,F9,3,332,890,1684,4674.552336619661,5.806
28,7,HA,3,342,252,1132,3665.1453832726484,4.552
5,4,WN,3,886,-11,377,846.0814777372083,1.051
24,6,YV,13796,3,1886,1831,3766.5306391462927,4.678
19,2,HA,332,886,1107,1504,3893.6439113504675,4.836
1,1,WN,332,792,1602,1930,4249.405851578451,5.278
20,6,AS,342,109,51,1896,3661.994203798179,4.549
17,5,OO,886,3,849,148,846.0814777372083,1.051
14,5,US,109,332,160,997,2721.448309465295,3.38
29,4,B6,342,886,1926,1320,3029.839200755093,3.763
14,1,FL,886,342,1079,687,3029.839200755093,3.763
15,2,MQ,886,792,1289,1818,8143.046916192439,10.115
24,6,VX,13796,792,1607,1375,5724.425114422574,7.111
26,7,FL,3,886,748,1056,846.0814777372083,1.051
3,6,OO,342,3,428,609,3665.1453832726484,4.552
20,4,B6,13796,3,1603,1922,3766.5306391462927,4.678
7,5,AA,792,13796,-26,1369,5724.425114422574,7.111
22,2,FL,792,3,1962,30,8915.228993127932,11.074
11,4,B6,3,332,828,394,4674.552336619661,5.806
16,3,US,109,13796,1355,91,3967.0282495914184,4.927
9,2,B6,3,109,106,1693,7279.162725889051,9.042
31,7,B6,3,886,333,317,846.0814777372083,1.051
2,5,B6,3,109,584,383,7279.162725889051,9.042
30,3,FL,3,13796,1096,1708,3766.5306391462927,4.678
16,6,B6,3,109,531,1389,7279.162725889051,9.042
4,7,HA,792,13796,1698,1602,5724.425114422574,7.111
8,7,OO,3,332,1298,1074,4674.552336619661,5.806
3,3,UA,109,13796,1599,1377,3967.0282495914184,4.927
8,2,WN,342,3,834,465,3665.1453832726484,4.552
14,4,YV,3,886,1381,21,846.0814777372083,1.051
25,1,EV,886,13796,247,1285,3313.4138607753753,4.116
25,2,WN,792,886,151,1510,8143.046916192439,10.115
22,6,F9,3,332,136,1111,4674.552336619661,5.806
29,6,AS,886,3,1184,1309,846.0814777372083,1.051
29,5,F9,332,792,1554,1727,4249.405851578451,5.278
29,5,YV,342,13796,1314,1556,947.0295464431748,1.176
29,3,EV,3,13796,51,1270,3766.5306391462927,4.678
24,6,F9,886,342,1062,775,3029.839200755093,3.763
18,3,US,332,109,555,-5,2721.448309465295,3.38
19,3,MQ,332,109,1144,1631,2721.448309465295,3.38
24,1,UA,109,332,963,1978,2721.448309465295,3.38
2,7,B6,792,332,1738,1120,4249.405851578451,5.278
1,4,US,109,342,867,857,3661.994203798179,4.549
10,6,F9,792,3,1446,914,8915.228993127932,11.074
17,5,HA,332,792,1379,1760,4249.405851578451,5.278
23,4,WN,332,13796,235,277,2326.057237259234,2.889
29,2,OO,332,886,779,1727,3893.6439113504675,4.836
22,5,VX,332,792,1517,980,4249.405851578451,5.278
21,4,YV,109,886,1905,1607,6552.633501250248,8.139
5,5,F9,3,13796,1885,1774,3766.5306391462927,4.678
17,7,B6,13796,342,770,1765,947.0295464431748,1.176
24,2,UA,886,332,386,1573,3893.6439113504675,4.836
12,5,AS,332,3,64,527,4674.552336619661,5.806
10,3,AS,332,792,1104,1890,4249.405851578451,5.278
5,7,WN,332,13796,99,1149,2326.057237259234,2.889
6,7,OO,792,13796,-92,401,5724.425114422574,7.111
3,7,AA,109,792,1610,1870,1757.5144378014597,2.183
19,4,US,109,792,1445,1846,1757.5144378014597,2.183
27,5,F9,3,342,467,1967,3665.1453832726484,4.552
25,4,YV,342,886,510,1232,3029.839200755093,3.763
22,5,WN,332,109,1486,853,2721.448309465295,3.38
18,1,YV,886,792,1036,262,8143.046916192439,10.115
23,1,AS,3,13796,407,248,3766.5306391462927,4.678
18,5,AA,13796,109,675,1849,3967.0282495914184,4.927
4,6,FL,109,332,-23,1026,2721.448309465295,3.38
8,7,YV,3,13796,246,1212,3766.5306391462927,4.678
2,4,DL,886,109,1292,1690,6552.633501250248,8.139
1,7,US,13796,886,1464,953,3313.4138607753753,4.116
4,5,FL,332,3,1068,489,4674.552336619661,5.806
25,1,F9,13796,792,1156,1568,5724.425114422574,7.111
2,5,US,342,13796,643,11,947.0295464431748,1.176
10,4,B6,342,332,1210,483,1489.3221786415754,1.85
9,4,B6,886,792,112,729,8143.046916192439,10.115
19,2,OO,13796,109,1983,1966,3967.0282495914184,4.927
9,1,US,886,332,1803,1567,3893.6439113504675,4.836
1,4,MQ,332,886,-24,1002,3893.6439113504675,4.836
22,1,MQ,109,3,414,1147,7279.162725889051,9.042
15,1,HA,109,886,483,1429,6552.633501250248,8.139
26,2,WN,109,13796,1750,71,3967.0282495914184,4.927
31,7,AS,332,886,585,-98,3893.6439113504675,4.836
9,5,9E,332,886,1457,1339,3893.6439113504675,4.836
7,5,AS,3,342,86,561,3665.1453832726484,4.552
19,1,AS,342,109,267,1519,3661.994203798179,4.549
27,2,9E,342,332,1669,763,1489.3221786415754,1.85
31,7,US,109,3,1303,970,7279.162725889051,9.042
15,3,MQ,3,342,1217,1299,3665.1453832726484,4.552
31,5,US,13796,886,-35,447,3313.4138607753753,4.116
20,4,DL,342,332,-61,610,1489.3221786415754,1.85
29,6,OO,886,109,1508,232,6552.633501250248,8.139
21,1,DL,3,342,1723,405,3665.1453832726484,4.552
27,5,UA,792,886,1484,625,8143.046916192439,10.115
1,1,YV,3,342,1417,690,3665.1453832726484,4.552
8,6,DL,886,332,1051,1365,3893.6439113504675,4.836
27,5,AS,13796,332,805,859,2326.057237259234,2.889
2,3,OO,886,792,756,-71,8143.046916192439,10.115
13,1,9E,13796,342,1949,1923,947.0295464431748,1.176
7,6,FL,13796,109,167,425,3967.0282495914184,4.927
5,3,MQ,342,332,1023,685,1489.3221786415754,1.85
1,6,9E,3,342,1759,-92,3665.1453832726484,4.552
22,6,AA,886,342,1223,1671,3029.839200755093,3.763
9,1,YV,3,886,1929,1380,846.0814777372083,1.051
29,6,MQ,109,332,92,1038,2721.448309465295,3.38
15,3,DL,886,109,1505,697,6552.633501250248,8.139
29,5,DL,792,332,824,1635,4249.405851578451,5.278
7,2,US,332,13796,1173,157,2326.057237259234,2.889
4,1,OO,342,3,1669,-2,3665.1453832726484,4.552
30,3,9E,109,342,912,341,3661.994203798179,4.549
31,3,AA,886,13796,1266,869,3313.4138607753753,4.116
20,4,B6,332,109,1728,411,2721.448309465295,3.38
30,1,VX,332,3,1183,166,4674.552336619661,5.806
2,7,YV,3,13796,124,1134,3766.5306391462927,4.678
14,1,B6,109,342,128,113,3661.994203798179,4.549
13,1,WN,792,886,854,-57,8143.046916192439,10.115
15,7,WN,886,3,314,1291,846.0814777372083,1.051
26,1,YV,342,3,1244,688,3665.1453832726484,4.552
1,5,EV,332,3,693,416,4674.552336619661,5.806
9,3,WN,342,109,1871,1721,3661.994203798179,4.549
5,7,AA,13796,3,147,422,3766.5306391462927,4.678
14,5,UA,792,109,1174,496,1757.5144378014597,2.183
10,5,US,13796,886,1092,1410,3313.4138607753753,4.116
19,6,F9,332,109,134,872,2721.448309465295,3.38
28,1,WN,109,3,1308,700,7279.162725889051,9.042
30,2,EV,13796,342,1298,675,947.0295464431748,1.176
23,6,YV,342,886,1256,1274,3029.839200755093,3.763
14,3,FL,109,792,329,1760,1757.5144378014597,2.183
16,2,DL,3,332,813,843,4674.552336619661,5.806
7,2,OO,886,109,1257,1439,6552.633501250248,8.139
6,7,DL,13796,886,1386,-60,3313.4138607753753,4.116
1,5,B6,332,792,483,1090,4249.405851578451,5.278
21,5,UA,886,13796,79,21,3313.4138607753753,4.116
10,2,MQ,13796,3,973,613,3766.5306391462927,4.678
8,2,HA,792,109,-12,621,1757.5144378014597,2.183
30,1,DL,3,792,462,1452,8915.228993127932,11.074
11,2,AS,342,332,1768,883,1489.3221786415754,1.85
22,2,WN,792,3,167,385,8915.228993127932,11.074
26,2,HA,13796,3,1449,1432,3766.5306391462927,4.678
14,6,MQ,792,109,89,674,1757.5144378014597,2.183
10,7,F9,3,109,1242,912,7279.162725889051,9.042
26,3,F9,332,342,1981,1902,1489.3221786415754,1.85
3,7,OO,13796,342,165,585,947.0295464431748,1.176
25,6,UA,109,886,1942,1801,6552.633501250248,8.139
23,3,OO,13796,792,1926,1840,5724.425114422574,7.111
13,6,AA,792,109,748,799,1757.5144378014597,2.183
28,2,VX,13796,886,795,1153,3313.4138607753753,4.116
19,2,UA,886,3,942,247,846.0814777372083,1.051
10,4,UA,13796,332,842,68,2326.057237259234,2.889
20,3,WN,886,109,1747,1815,6552.633501250248,8.139
12,7,OO,886,3,1198,1018,846.0814777372083,1.051
6,4,MQ,886,332,987,210,3893.6439113504675,4.836
10,7,EV,792,332,1032,832,4249.405851578451,5.278
3,3,AA,332,3,720,1267,4674.552336619661,5.806
11,3,AS,13796,342,1024,680,947.0295464431748,1.176
5,7,9E,342,109,-66,1126,3661.994203798179,4.549
26,4,VX,792,3,-52,1833,8915.228993127932,11.074
25,2,VX,342,109,832,829,3661.994203798179,4.549
7,4,MQ,342,3,1819,1789,3665.1453832726484,4.552
11,7,HA,792,332,1656,1610,4249.405851578451,5.278
15,7,DL,13796,886,1434,469,3313.4138607753753,4.116
10,6,DL,109,13796,1947,1352,3967.0282495914184,4.927
14,4,VX,792,13796,1127,1235,5724.425114422574,7.111
19,7,AA,109,332,469,529,2721.448309465295,3.38
21,7,VX,792,109,1461,736,1757.5144378014597,2.183
18,4,HA,886,332,1844,344,3893.6439113504675,4.836
31,4,AS,792,109,281,602,1757.5144378014597,2.183
18,2,AA,332,342,1901,9,1489.3221786415754,1.85
3,4,AS,13796,3,743,854,3766.5306391462927,4.678
17,1,YV,792,342,135,1409,5375.959018836008,6.678
6,3,WN,109,332,1501,543,2721.448309465295,3.38
18,4,OO,332,13796,181,1493,2326.057237259234,2.889
5,7,HA,3,13796,1168,1670,3766.5306391462927,4.678
22,4,FL,3,342,1171,731,3665.1453832726484,4.552
22,4,9E,109,342,726,-70,3661.994203798179,4.549
3,7,VX,13796,886,911,1247,3313.4138607753753,4.116
15,4,AA,109,886,273,1079,6552.633501250248,8.139
12,6,AS,342,886,1501,617,3029.839200755093,3.763
6,5,WN,886,13796,1775,1475,3313.4138607753753,4.116
23,5,B6,342,13796,1511,78,947.0295464431748,1.176
9,6,AS,13796,3,173,789,3766.5306391462927,4.678
25,5,B6,886,3,1410,213,846.0814777372083,1.051
17,7,US,3,332,1579,1747,4674.552336619661,5.806
7,5,AA,13796,792,1793,9,5724.425114422574,7.111
23,6,YV,332,342,1461,1307,1489.3221786415754,1.85
28,2,VX,342,886,54,-57,3029.839200755093,3.763
23,2,US,792,332,1801,1885,4249.405851578451,5.278
3,5,MQ,886,332,1692,474,3893.6439113504675,4.836
27,2,FL,886,792,-27,311,8143.046916192439,10.115
4,5,VX,13796,792,589,217,5724.425114422574,7.111
22,3,F9,342,332,1704,1366,1489.3221786415754,1.85
23,1,HA,13796,3,1710,95,3766.5306391462927,4.678
26,5,B6,3,342,1499,1162,3665.1453832726484,4.552
20,1,AA,886,332,1445,726,3893.6439113504675,4.836
30,2,HA,13796,792,274,-35,5724.425114422574,7.111
1,3,HA,886,332,158,803,3893.6439113504675,4.836
6,6,FL,332,342,80,1602,1489.3221786415754,1.85
27,3,US,109,332,676,748,2721.448309465295,3.38
31,4,B6,109,886,851,775,6552.633501250248,8.139
11,2,DL,332,792,1547,1195,4249.405851578451,5.278
7,4,MQ,332,886,170,1040,3893.6439113504675,4.836
12,1,EV,342,109,795,1583,3661.994203798179,4.549
16,1,FL,792,109,931,288,1757.5144378014597,2.183
21,6,VX,109,792,444,1260,1757.5144378014597,2.183
25,6,US,13796,342,1874,176,947.0295464431748,1.176
20,5,YV,792,332,1466,1993,4249.405851578451,5.278
8,5,DL,342,3,852,-14,3665.1453832726484,4.552
10,2,WN,109,332,897,225,2721.448309465295,3.38
12,4,AS,332,13796,727,521,2326.057237259234,2.889
21,1,MQ,886,13796,1717,1246,3313.4138607753753,4.116
11,6,AA,13796,792,1599,1081,5724.425114422574,7.111
8,7,US,3,332,1303,892,4674.552336619661,5.806
2,6,MQ,13796,109,811,1462,3967.0282495914184,4.927
6,4,DL,109,792,164,1913,1757.5144378014597,2.183
2,6,F9,332,13796,736,414,2326.057237259234,2.889
19,5,HA,332,13796,867,1978,2326.057237259234,2.889
24,4,AS,332,886,572,709,3893.6439113504675,4.836
6,5,MQ,13796,886,1141,1068,3313.4138607753753,4.116
31,6,HA,109,886,1013,1870,6552.633501250248,8.139
13,4,FL,332,792,1828,1707,4249.405851578451,5.278
20,6,WN,886,109,538,1874,6552.633501250248,8.139
14,7,EV,332,886,1129,525,3893.6439113504675,4.836
6,3,VX,109,342,1799,1152,3661.994203798179,4.549
13,5,OO,886,792,194,1264,8143.046916192439,10.115
16,2,F9,13796,342,676,-83,947.0295464431748,1.176
24,6,UA,332,109,1912,1557,2721.448309465295,3.38
24,3,VX,886,3,1905,1160,846.0814777372083,1.051
3,4,AA,342,109,409,1476,3661.994203798179,4.549
7,7,WN,109,13796,945,1327,3967.0282495914184,4.927
16,6,UA,109,342,136,1478,3661.994203798179,4.549
8,2,OO,886,342,41,1380,3029.839200755093,3.763
22,1,F9,342,3,970,1765,3665.1453832726484,4.552
9,2,FL,342,13796,-50,378,947.0295464431748,1.176
21,6,VX,3,332,1528,229,4674.552336619661,5.806
29,4,FL,109,13796,1648,935,3967.0282495914184,4.927
17,5,VX,342,792,1161,1585,5375.959018836008,6.678
28,1,B6,3,342,1310,484,3665.1453832726484,4.552
7,6,VX,792,342,1161,-74,5375.959018836008,6.678
1,1,EV,13796,886,1611,1607,3313.4138607753753,4.116
24,4,FL,342,792,622,1434,5375.959018836008,6.678
5,2,OO,13796,342,645,1958,947.0295464431748,1.176
19,7,HA,332,886,660,723,3893.6439113504675,4.836
6,7,HA,332,342,962,1574,1489.3221786415754,1.85
30,5,B6,886,342,580,226,3029.839200755093,3.763
13,1,9E,792,332,163,1301,4249.405851578451,5.278
8,4,OO,332,109,312,-62,2721.448309465295,3.38
25,1,AA,332,792,296,764,4249.405851578451,5.278
13,5,9E,109,332,1890,1838,2721.448309465295,3.38
20,4,US,3,792,1418,1305,8915.228993127932,11.074
31,3,VX,792,13796,1450,134,5724.425114422574,7.111
26,1,DL,792,3,1771,1545,8915.228993127932,11.074
1,5,B6,342,13796,1044,918,947.0295464431748,1.176
20,6,OO,792,886,1592,669,8143.046916192439,10.115
31,7,US,332,342,-32,1375,1489.3221786415754,1.85
26,6,US,3,332,1719,856,4674.552336619661,5.806
13,6,EV,109,886,1326,1652,6552.633501250248,8.139
28,6,B6,886,342,1476,1103,3029.839200755093,3.763
23,2,AA,109,13796,423,1939,3967.0282495914184,4.927
10,7,YV,3,332,588,1727,4674.552336619661,5.806
22,5,MQ,332,886,896,766,3893.6439113504675,4.836
23,1,B6,13796,342,1681,19,947.0295464431748,1.176
29,4,9E,13796,792,802,955,5724.425114422574,7.111
31,6,B6,342,886,456,1915,3029.839200755093,3.763
11,7,MQ,332,342,164,1305,1489.3221786415754,1.85
24,6,VX,886,342,1689,855,3029.839200755093,3.763
4,3,EV,13796,792,356,265,5724.425114422574,7.111
19,2,B6,792,342,1406,421,5375.959018836008,6.678
31,4,DL,3,792,1173,153,8915.228993127932,11.074
