DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay,distance,flight_time
5,1,B6,260,441,265,374,4219.131928503233,5.241
13,1,F9,123,870,640,71,6437.442794880623,7.996
24,1,YV,123,131,457,1304,1124.6721495890558,1.397
30,5,YV,441,260,918,710,4219.131928503233,5.241
24,2,AA,131,441,1102,688,4696.6795380118465,5.834
11,2,DL,870,260,632,1765,3914.2906942548548,4.862
26,3,B6,441,260,512,1055,4219.131928503233,5.241
3,3,DL,224,123,1517,475,5586.062551802552,6.939
19,6,US,983,123,451,514,5488.0444674895525,6.817
13,2,DL,131,983,693,1402,4419.77162393208,5.49
13,7,EV,983,441,-95,779,1091.4571064792333,1.355
19,5,UA,441,260,425,1933,4219.131928503233,5.241
25,1,MQ,260,123,1758,385,2526.1262056156265,3.138
7,4,UA,224,983,1237,1401,1082.1866549158137,1.344
25,2,HA,870,983,10,962,5474.713231697095,6.8
25,2,DL,123,441,476,1873,5653.025427904596,7.022
4,3,FL,123,870,1863,845,6437.442794880623,7.996
9,1,FL,131,870,151,1714,6269.168970616498,7.787
31,1,WN,441,260,1645,-9,4219.131928503233,5.241
5,2,AS,870,224,338,1302,4419.245088580977,5.489
31,7,FL,983,260,-69,808,4594.370935048134,5.707
28,3,AA,441,260,922,140,4219.131928503233,5.241
20,3,VX,123,260,1933,1749,2526.1262056156265,3.138
29,7,AS,983,870,165,1419,5474.713231697095,6.8
22,7,UA,870,131,1423,1067,6269.168970616498,7.787
31,2,9E,870,224,1864,335,4419.245088580977,5.489
15,4,DL,224,983,352,80,1082.1866549158137,1.344
25,1,B6,131,123,58,748,1124.6721495890558,1.397
26,4,MQ,123,441,311,1740,5653.025427904596,7.022
25,1,OO,870,983,563,1635,5474.713231697095,6.8
18,1,B6,131,123,1400,1734,1124.6721495890558,1.397
19,1,B6,123,224,1303,149,5586.062551802552,6.939
7,5,AA,870,123,1573,1755,6437.442794880623,7.996
2,4,MQ,123,224,1260,226,5586.062551802552,6.939
12,5,9E,123,983,1915,1129,5488.0444674895525,6.817
6,1,HA,224,870,1,-29,4419.245088580977,5.489
6,3,UA,131,870,1730,1644,6269.168970616498,7.787
20,3,OO,441,870,21,737,4428.681668330508,5.501
1,3,HA,123,131,720,1548,1124.6721495890558,1.397
30,3,WN,224,870,1512,1689,4419.245088580977,5.489
3,3,EV,260,224,885,466,4157.966794274488,5.165
1,1,AA,441,870,989,1550,4428.681668330508,5.501
4,3,US,870,260,2,177,3914.2906942548548,4.862
2,4,OO,260,123,1814,409,2526.1262056156265,3.138
1,6,9E,983,123,866,178,5488.0444674895525,6.817
19,7,9E,260,441,-88,1190,4219.131928503233,5.241
23,1,US,224,441,605,73,67.05893133409441,0.083
20,5,AA,983,131,1119,1935,4419.77162393208,5.49
17,4,MQ,870,131,166,713,6269.168970616498,7.787
15,6,B6,870,131,1598,1465,6269.168970616498,7.787
24,3,B6,131,260,1582,1464,2489.150149056575,3.092
7,4,AS,123,224,101,1886,5586.062551802552,6.939
9,2,MQ,870,131,613,1220,6269.168970616498,7.787
7,6,AS,870,224,366,1727,4419.245088580977,5.489
3,6,9E,260,123,576,1664,2526.1262056156265,3.138
5,1,HA,260,441,1813,108,4219.131928503233,5.241
27,5,FL,131,870,332,264,6269.168970616498,7.787
27,2,DL,870,123,962,289,6437.442794880623,7.996
31,7,EV,260,131,863,1412,2489.150149056575,3.092
25,5,YV,441,260,500,358,4219.131928503233,5.241
31,1,AS,123,870,1981,25,6437.442794880623,7.996
18,4,9E,260,123,1145,466,2526.1262056156265,3.138
15,3,MQ,224,123,1703,1976,5586.062551802552,6.939
30,1,FL,983,870,152,5,5474.713231697095,6.8
2,4,OO,983,131,1211,1838,4419.77162393208,5.49
27,7,FL,441,123,673,1457,5653.025427904596,7.022
10,5,VX,131,123,274,244,1124.6721495890558,1.397
29,4,9E,224,131,577,1634,4630.737572725662,5.752
5,4,VX,131,260,1854,104,2489.150149056575,3.092
19,3,MQ,983,123,382,959,5488.0444674895525,6.817
26,5,WN,260,123,360,1352,2526.1262056156265,3.138
16,5,MQ,870,123,625,1896,6437.442794880623,7.996
29,7,MQ,983,441,1265,1445,1091.4571064792333,1.355
25,4,VX,983,123,644,1099,5488.0444674895525,6.817
29,5,WN,441,123,1059,1441,5653.025427904596,7.022
8,6,9E,870,131,1658,4,6269.168970616498,7.787
17,3,F9,983,870,165,1718,5474.713231697095,6.8
18,3,B6,123,224,1480,483,5586.062551802552,6.939
19,7,MQ,224,983,1565,1027,1082.1866549158137,1.344
5,1,MQ,131,260,989,1538,2489.150149056575,3.092
17,2,AA,131,441,1685,463,4696.6795380118465,5.834
16,2,YV,983,870,179,1640,5474.713231697095,6.8
27,1,EV,123,131,1128,202,1124.6721495890558,1.397
19,7,MQ,224,123,1365,568,5586.062551802552,6.939
23,4,B6,260,224,852,773,4157.966794274488,5.165
14,1,US,870,441,664,918,4428.681668330508,5.501
11,5,B6,123,983,1540,1261,5488.0444674895525,6.817
1,2,UA,260,441,1040,1137,4219.131928503233,5.241
9,1,B6,870,224,1656,1202,4419.245088580977,5.489
28,2,AS,441,123,1020,15,5653.025427904596,7.022
14,4,EV,260,131,1825,1883,2489.150149056575,3.092
25,5,F9,441,123,959,71,5653.025427904596,7.022
31,6,DL,131,260,1541,1791,2489.150149056575,3.092
5,1,9E,260,131,226,1713,2489.150149056575,3.092
17,7,B6,983,870,827,1237,5474.713231697095,6.8
30,4,VX,131,224,985,1629,4630.737572725662,5.752
18,5,MQ,131,441,1521,1703,4696.6795380118465,5.834
13,5,AS,983,131,269,1240,4419.77162393208,5.49
9,3,AA,983,131,353,408,4419.77162393208,5.49
24,5,FL,131,224,139,1856,4630.737572725662,5.752
23,4,AA,983,224,1338,364,1082.1866549158137,1.344
3,4,AA,123,870,830,1517,6437.442794880623,7.996
11,2,WN,224,870,415,309,4419.245088580977,5.489
9,3,UA,131,260,128,1452,2489.150149056575,3.092
2,1,AS,870,123,456,1123,6437.442794880623,7.996
9,2,AA,131,260,1101,1441,2489.150149056575,3.092
28,3,WN,870,441,1666,1937,4428.681668330508,5.501
11,7,WN,870,123,973,562,6437.442794880623,7.996
11,4,UA,123,983,1907,1714,5488.0444674895525,6.817
29,1,YV,983,131,1163,1206,4419.77162393208,5.49
26,5,DL,224,260,1641,435,4157.966794274488,5.165
9,7,VX,224,983,1461,435,1082.1866549158137,1.344
6,7,WN,260,441,1278,1084,4219.131928503233,5.241
13,6,US,123,260,1321,837,2526.1262056156265,3.138
23,6,WN,123,260,556,664,2526.1262056156265,3.138
5,3,FL,123,224,1751,1653,5586.062551802552,6.939
22,4,AS,870,441,1543,450,4428.681668330508,5.501
20,1,VX,260,983,13,324,4594.370935048134,5.707
9,6,B6,123,224,278,1425,5586.062551802552,6.939
27,3,VX,260,131,145,-75,2489.150149056575,3.092
1,1,OO,260,131,1522,1870,2489.150149056575,3.092
18,2,HA,441,870,224,608,4428.681668330508,5.501
29,3,YV,131,260,-45,1019,2489.150149056575,3.092
23,4,9E,870,224,572,1640,4419.245088580977,5.489
24,1,FL,123,224,119,735,5586.062551802552,6.939
8,6,OO,131,983,1301,833,4419.77162393208,5.49
23,5,VX,870,983,96,1789,5474.713231697095,6.8
27,6,FL,131,983,1409,984,4419.77162393208,5.49
10,2,B6,131,224,852,1962,4630.737572725662,5.752
12,7,9E,983,260,93,28,4594.370935048134,5.707
9,3,UA,441,870,1068,1813,4428.681668330508,5.501
5,7,HA,983,441,214,356,1091.4571064792333,1.355
5,6,YV,224,260,1069,1912,4157.966794274488,5.165
24,7,EV,441,131,1746,1695,4696.6795380118465,5.834
25,2,MQ,260,870,1102,581,3914.2906942548548,4.862
1,2,VX,870,224,595,198,4419.245088580977,5.489
23,1,AA,870,983,175,1485,5474.713231697095,6.8
9,3,HA,224,123,35,1483,5586.062551802552,6.939
11,6,F9,131,224,992,839,4630.737572725662,5.752
29,3,DL,983,224,46,325,1082.1866549158137,1.344
23,7,VX,131,123,1704,1842,1124.6721495890558,1.397
17,1,WN,131,983,1314,605,4419.77162393208,5.49
9,6,UA,983,260,971,972,4594.370935048134,5.707
27,5,HA,870,123,1381,170,6437.442794880623,7.996
20,2,YV,870,131,338,-37,6269.168970616498,7.787
21,7,US,441,260,886,405,4219.131928503233,5.241
15,5,9E,224,131,1481,1643,4630.737572725662,5.752
17,7,F9,131,260,149,1153,2489.150149056575,3.092
19,6,F9,983,870,1863,328,5474.713231697095,6.8
22,2,9E,983,870,1443,852,5474.713231697095,6.8
28,6,VX,123,260,934,616,2526.1262056156265,3.138
29,2,MQ,983,224,1741,566,1082.1866549158137,1.344
8,5,B6,131,224,518,361,4630.737572725662,5.752
18,4,DL,441,260,1505,543,4219.131928503233,5.241
6,5,AA,131,224,768,587,4630.737572725662,5.752
2,7,B6,224,123,-39,658,5586.062551802552,6.939
29,1,DL,224,260,158,1480,4157.966794274488,5.165
13,1,AA,870,260,22,1980,3914.2906942548548,4.862
20,6,OO,260,441,1482,398,4219.131928503233,5.241
3,7,AS,123,131,675,1426,1124.6721495890558,1.397
10,1,MQ,870,123,1085,1207,6437.442794880623,7.996
21,1,AA,441,224,1876,1031,67.05893133409441,0.083
21,2,HA,870,131,1189,1167,6269.168970616498,7.787
11,7,B6,870,131,42,-86,6269.168970616498,7.787
25,1,YV,224,441,1555,647,67.05893133409441,0.083
27,7,9E,123,983,1249,1453,5488.0444674895525,6.817
11,1,AA,870,123,1685,1672,6437.442794880623,7.996
14,3,EV,441,870,202,-47,4428.681668330508,5.501
30,3,AS,441,870,254,269,4428.681668330508,5.501
10,1,YV,441,224,1226,311,67.05893133409441,0.083
27,5,9E,870,131,1822,71,6269.168970616498,7.787
1,3,HA,131,260,1660,1619,2489.150149056575,3.092
10,5,F9,131,224,1447,1559,4630.737572725662,5.752
20,4,DL,224,870,858,1675,4419.245088580977,5.489
17,6,B6,131,260,1835,1887,2489.150149056575,3.092
3,3,DL,260,131,1419,1656,2489.150149056575,3.092
15,7,EV,224,983,1761,1444,1082.1866549158137,1.344
20,2,F9,123,441,-9,256,5653.025427904596,7.022
29,6,UA,224,870,1761,665,4419.245088580977,5.489
10,1,DL,870,123,1409,470,6437.442794880623,7.996
12,3,US,123,870,382,1786,6437.442794880623,7.996
10,6,EV,870,260,465,1899,3914.2906942548548,4.862
20,2,EV,983,870,295,492,5474.713231697095,6.8
20,6,VX,983,123,464,1684,5488.0444674895525,6.817
6,2,OO,983,224,1269,1998,1082.1866549158137,1.344
15,1,9E,131,123,1400,991,1124.6721495890558,1.397
27,5,UA,224,123,1102,1427,5586.062551802552,6.939
11,4,F9,870,123,-89,479,6437.442794880623,7.996
16,7,DL,224,983,-27,103,1082.1866549158137,1.344
13,2,US,123,441,1579,1026,5653.025427904596,7.022
6,2,F9,123,870,1040,1825,6437.442794880623,7.996
6,5,US,224,131,1046,-80,4630.737572725662,5.752
16,5,FL,123,260,559,972,2526.1262056156265,3.138
8,1,F9,441,870,1619,196,4428.681668330508,5.501
30,7,UA,870,131,-75,1872,6269.168970616498,7.787
26,3,AA,123,260,274,375,2526.1262056156265,3.138
1,5,FL,131,983,1799,347,4419.77162393208,5.49
3,3,FL,260,441,1650,231,4219.131928503233,5.241
24,3,MQ,441,123,1704,118,5653.025427904596,7.022
5,2,AA,260,131,34,1793,2489.150149056575,3.092
19,3,DL,123,870,-82,1881,6437.442794880623,7.996
27,6,EV,983,441,1965,1179,1091.4571064792333,1.355
11,6,AS,131,441,829,476,4696.6795380118465,5.834
17,4,WN,260,131,773,1588,2489.150149056575,3.092
20,3,9E,983,224,1834,373,1082.1866549158137,1.344
3,5,F9,870,441,1842,728,4428.681668330508,5.501
26,5,EV,260,983,773,189,4594.370935048134,5.707
11,1,F9,123,983,1340,1551,5488.0444674895525,6.817
6,1,YV,224,441,1115,773,67.05893133409441,0.083
12,4,9E,260,441,891,1281,4219.131928503233,5.241
14,5,AA,260,224,1561,1018,4157.966794274488,5.165
2,6,WN,131,870,1734,693,6269.168970616498,7.787
8,6,9E,131,260,1127,1961,2489.150149056575,3.092
10,2,US,224,131,833,1467,4630.737572725662,5.752
28,3,VX,260,441,464,94,4219.131928503233,5.241
2,4,YV,983,260,1033,105,4594.370935048134,5.707
15,5,US,870,983,1343,227,5474.713231697095,6.8
6,2,FL,983,870,-61,39,5474.713231697095,6.8
29,7,US,131,983,338,74,4419.77162393208,5.49
23,3,DL,870,441,316,856,4428.681668330508,5.501
4,4,VX,123,260,288,-22,2526.1262056156265,3.138
26,3,YV,224,983,1493,121,1082.1866549158137,1.344
6,2,DL,441,260,1563,1419,4219.131928503233,5.241
27,3,EV,224,983,625,-98,1082.1866549158137,1.344
5,2,YV,123,441,1185,1363,5653.025427904596,7.022
1,2,WN,260,123,107,223,2526.1262056156265,3.138
11,2,FL,983,123,1321,963,5488.0444674895525,6.817
29,5,US,870,441,31,1694,4428.681668330508,5.501
31,7,OO,983,123,309,1714,5488.0444674895525,6.817
28,2,YV,441,224,102,1349,67.05893133409441,0.083
19,6,UA,441,260,14,844,4219.131928503233,5.241
2,1,VX,441,123,1079,785,5653.025427904596,7.022
1,2,B6,983,441,-88,1036,1091.4571064792333,1.355
31,1,HA,983,224,1654,86,1082.1866549158137,1.344
23,7,AS,131,260,163,194,2489.150149056575,3.092
21,5,B6,131,983,806,1279,4419.77162393208,5.49
29,2,UA,131,260,1317,897,2489.150149056575,3.092
19,3,F9,983,441,87,1380,1091.4571064792333,1.355
2,1,WN,870,123,1894,-47,6437.442794880623,7.996
13,5,WN,441,123,140,201,5653.025427904596,7.022
23,4,OO,131,870,976,80,6269.168970616498,7.787
29,2,OO,260,441,1951,993,4219.131928503233,5.241
5,6,HA,441,260,693,1083,4219.131928503233,5.241
23,3,MQ,983,131,-16,-89,4419.77162393208,5.49
15,4,FL,870,260,1268,1243,3914.2906942548548,4.862
6,6,UA,123,224,-55,198,5586.062551802552,6.939
13,3,9E,870,224,432,1502,4419.245088580977,5.489
4,4,9E,224,983,652,150,1082.1866549158137,1.344
22,5,F9,441,224,796,806,67.05893133409441,0.083
28,1,EV,983,260,-38,30,4594.370935048134,5.707
21,4,AA,131,123,1358,900,1124.6721495890558,1.397
25,5,WN,123,441,1990,937,5653.025427904596,7.022
5,1,EV,224,123,1472,1508,5586.062551802552,6.939
26,2,DL,870,224,1053,1270,4419.245088580977,5.489
25,5,YV,870,983,1224,662,5474.713231697095,6.8
19,6,WN,123,224,1176,586,5586.062551802552,6.939
8,7,MQ,870,123,1616,633,6437.442794880623,7.996
29,6,F9,260,123,1774,1415,2526.1262056156265,3.138
6,1,9E,983,131,1792,1797,4419.77162393208,5.49
20,2,DL,123,441,1722,369,5653.025427904596,7.022
27,2,MQ,123,983,-75,641,5488.0444674895525,6.817
23,2,B6,224,870,600,176,4419.245088580977,5.489
26,1,OO,983,131,-83,1399,4419.77162393208,5.49
14,1,B6,131,123,1960,1688,1124.6721495890558,1.397
12,3,EV,224,131,1181,1799,4630.737572725662,5.752
6,6,B6,441,870,1463,82,4428.681668330508,5.501
25,7,US,441,123,868,1860,5653.025427904596,7.022
20,7,HA,131,441,175,1437,4696.6795380118465,5.834
17,5,OO,131,224,606,1985,4630.737572725662,5.752
31,3,AA,983,260,293,465,4594.370935048134,5.707
25,4,FL,224,441,-96,121,67.05893133409441,0.083
7,5,AS,224,131,422,836,4630.737572725662,5.752
31,2,AA,224,441,932,263,67.05893133409441,0.083
16,3,HA,983,260,439,349,4594.370935048134,5.707
31,3,HA,123,870,-59,418,6437.442794880623,7.996
24,1,F9,441,260,47,751,4219.131928503233,5.241
30,6,F9,123,983,797,437,5488.0444674895525,6.817
15,4,UA,224,441,420,322,67.05893133409441,0.083
23,2,AA,224,983,435,1961,1082.1866549158137,1.344
11,1,WN,123,870,938,1521,6437.442794880623,7.996
22,7,AA,224,123,1310,845,5586.062551802552,6.939
15,4,UA,260,870,1529,293,3914.2906942548548,4.862
8,2,EV,131,260,-7,563,2489.150149056575,3.092
14,6,EV,131,123,1823,1122,1124.6721495890558,1.397
2,7,FL,870,131,793,388,6269.168970616498,7.787
9,2,9E,260,123,173,1485,2526.1262056156265,3.138
5,5,EV,870,224,731,385,4419.245088580977,5.489
1,5,AA,870,260,1402,1562,3914.2906942548548,4.862
27,4,VX,131,983,1786,66,4419.77162393208,5.49
23,4,F9,870,224,244,1997,4419.245088580977,5.489
12,3,AA,260,870,1141,1075,3914.2906942548548,4.862
10,6,AA,260,983,1706,1667,4594.370935048134,5.707
22,3,HA,870,224,820,1607,4419.245088580977,5.489
10,6,VX,983,123,585,1758,5488.0444674895525,6.817
28,2,VX,224,260,451,1677,4157.966794274488,5.165
3,3,F9,260,123,947,786,2526.1262056156265,3.138
22,2,US,260,870,1213,991,3914.2906942548548,4.862
4,6,AA,441,224,1919,301,67.05893133409441,0.083
30,4,F9,441,131,883,1174,4696.6795380118465,5.834
3,6,VX,260,441,979,803,4219.131928503233,5.241
11,7,MQ,224,131,448,1053,4630.737572725662,5.752
29,3,AA,870,224,1393,866,4419.245088580977,5.489
9,2,AA,224,260,886,217,4157.966794274488,5.165
27,3,OO,123,441,1561,14,5653.025427904596,7.022
9,3,YV,983,441,1499,1000,1091.4571064792333,1.355
26,4,VX,870,983,998,1274,5474.713231697095,6.8
31,2,WN,224,983,1418,1834,1082.1866549158137,1.344
13,4,VX,260,983,160,1664,4594.370935048134,5.707
5,1,FL,224,983,1305,1069,1082.1866549158137,1.344
18,6,DL,983,123,1260,1154,5488.0444674895525,6.817
27,3,FL,131,123,1534,484,1124.6721495890558,1.397
19,4,VX,983,260,1137,1729,4594.370935048134,5.707
28,2,DL,224,123,1756,1031,5586.062551802552,6.939
12,7,B6,224,260,988,643,4157.966794274488,5.165
30,7,AS,870,123,115,984,6437.442794880623,7.996
19,2,MQ,441,131,544,1601,4696.6795380118465,5.834
10,7,US,260,123,1165,774,2526.1262056156265,3.138
15,5,WN,441,123,801,1775,5653.025427904596,7.022
31,6,DL,224,123,22,399,5586.062551802552,6.939
27,3,FL,870,131,481,392,6269.168970616498,7.787
24,5,YV,123,983,278,1050,5488.0444674895525,6.817
7,3,9E,983,224,621,1673,1082.1866549158137,1.344
9,3,OO,131,870,99,360,6269.168970616498,7.787
21,2,DL,870,224,1583,1298,4419.245088580977,5.489
8,4,YV,441,224,1755,440,67.05893133409441,0.083
13,6,US,131,870,1565,671,6269.168970616498,7.787
1,1,9E,224,870,153,91,4419.245088580977,5.489
23,3,F9,260,441,1699,157,4219.131928503233,5.241
11,6,AA,123,983,48,3,5488.0444674895525,6.817
28,6,FL,224,870,424,169,4419.245088580977,5.489
11,4,HA,983,224,391,1642,1082.1866549158137,1.344
10,2,B6,123,131,791,1530,1124.6721495890558,1.397
23,1,OO,131,441,573,43,4696.6795380118465,5.834
7,4,UA,224,123,1337,531,5586.062551802552,6.939
6,6,DL,131,870,663,1885,6269.168970616498,7.787
12,2,UA,260,224,1342,773,4157.966794274488,5.165
6,2,YV,224,260,829,678,4157.966794274488,5.165
20,2,DL,131,260,1076,1389,2489.150149056575,3.092
23,6,MQ,260,870,1350,823,3914.2906942548548,4.862
14,4,EV,224,260,1977,1333,4157.966794274488,5.165
13,1,AA,123,870,1780,86,6437.442794880623,7.996
13,5,OO,131,224,394,1971,4630.737572725662,5.752
27,7,HA,260,224,1461,58,4157.966794274488,5.165
16,1,F9,123,260,1523,308,2526.1262056156265,3.138
28,7,MQ,983,441,649,267,1091.4571064792333,1.355
22,7,WN,260,870,973,957,3914.2906942548548,4.862
16,2,US,260,870,1712,975,3914.2906942548548,4.862
7,2,F9,224,260,480,561,4157.966794274488,5.165
1,6,B6,441,131,1096,939,4696.6795380118465,5.834
18,6,F9,224,983,654,631,1082.1866549158137,1.344
13,1,VX,441,983,649,1282,1091.4571064792333,1.355
21,1,VX,224,983,892,1861,1082.1866549158137,1.344
3,7,B6,260,224,127,1012,4157.966794274488,5.165
26,4,9E,870,441,328,867,4428.681668330508,5.501
22,3,MQ,123,870,1148,399,6437.442794880623,7.996
11,2,DL,441,131,193,800,4696.6795380118465,5.834
6,4,AA,260,870,1983,1074,3914.2906942548548,4.862
8,5,OO,441,870,1396,1481,4428.681668330508,5.501
24,3,OO,123,983,84,1380,5488.0444674895525,6.817
19,1,FL,983,260,175,1408,4594.370935048134,5.707
24,3,EV,123,870,217,1301,6437.442794880623,7.996
9,1,EV,983,870,1439,766,5474.713231697095,6.8
15,5,OO,131,983,1365,657,4419.77162393208,5.49
26,1,F9,123,870,-26,938,6437.442794880623,7.996
6,6,DL,224,870,191,1932,4419.245088580977,5.489
24,6,EV,123,224,513,1159,5586.062551802552,6.939
19,2,WN,123,224,1552,1795,5586.062551802552,6.939
21,4,VX,131,260,48,1843,2489.150149056575,3.092
6,4,OO,224,123,1881,847,5586.062551802552,6.939
25,2,F9,123,131,1693,1494,1124.6721495890558,1.397
15,3,OO,441,123,1621,1343,5653.025427904596,7.022
30,2,AS,224,441,731,372,67.05893133409441,0.083
21,7,VX,131,123,1246,1164,1124.6721495890558,1.397
31,5,US,224,123,644,855,5586.062551802552,6.939
2,2,B6,123,224,183,1341,5586.062551802552,6.939
25,3,OO,260,123,1448,1015,2526.1262056156265,3.138
21,4,AS,983,131,1865,-72,4419.77162393208,5.49
1,2,WN,441,123,1801,1520,5653.025427904596,7.022
18,6,WN,983,260,1933,1542,4594.370935048134,5.707
15,5,YV,983,131,1167,264,4419.77162393208,5.49
13,3,WN,870,224,38,952,4419.245088580977,5.489
2,1,WN,260,983,900,1345,4594.370935048134,5.707
8,4,HA,983,441,54,1481,1091.4571064792333,1.355
14,5,FL,983,131,1802,1707,4419.77162393208,5.49
29,6,UA,123,260,462,1457,2526.1262056156265,3.138
7,1,UA,224,983,1808,-68,1082.1866549158137,1.344
12,1,FL,224,983,559,1795,1082.1866549158137,1.344
7,4,AS,870,441,861,220,4428.681668330508,5.501
20,3,US,260,983,1511,1328,4594.370935048134,5.707
22,4,MQ,983,870,1122,1253,5474.713231697095,6.8
28,3,MQ,260,983,1159,954,4594.370935048134,5.707
26,3,B6,260,123,1520,901,2526.1262056156265,3.138
8,7,9E,260,131,1029,1746,2489.150149056575,3.092
19,3,WN,983,224,980,-30,1082.1866549158137,1.344
27,6,FL,131,441,498,819,4696.6795380118465,5.834
11,5,WN,123,131,425,1853,1124.6721495890558,1.397
19,6,9E,441,224,308,920,67.05893133409441,0.083
31,1,YV,224,123,428,150,5586.062551802552,6.939
4,7,OO,441,224,77,1861,67.05893133409441,0.083
29,7,UA,983,260,689,1075,4594.370935048134,5.707
26,4,UA,441,260,1279,1835,4219.131928503233,5.241
5,7,F9,260,131,52,901,2489.150149056575,3.092
10,3,WN,123,260,1146,1462,2526.1262056156265,3.138
24,5,MQ,123,224,123,12,5586.062551802552,6.939
28,3,B6,224,441,458,370,67.05893133409441,0.083
28,4,US,224,441,1511,1359,67.05893133409441,0.083
20,4,HA,131,441,1254,1281,4696.6795380118465,5.834
27,4,DL,441,260,1662,223,4219.131928503233,5.241
7,1,9E,131,260,1376,1122,2489.150149056575,3.092
23,3,VX,224,983,1488,806,1082.1866549158137,1.344
8,5,UA,123,260,96,738,2526.1262056156265,3.138
7,7,WN,983,224,545,455,1082.1866549158137,1.344
7,3,YV,123,224,1099,650,5586.062551802552,6.939
7,6,B6,983,870,-24,1133,5474.713231697095,6.8
15,6,WN,224,441,1966,1523,67.05893133409441,0.083
27,1,AA,260,131,1185,476,2489.150149056575,3.092
13,7,AA,131,983,526,267,4419.77162393208,5.49
16,4,AS,441,260,163,1807,4219.131928503233,5.241
2,3,HA,983,224,1204,139,1082.1866549158137,1.344
18,7,UA,224,260,92,569,4157.966794274488,5.165
20,3,WN,224,131,1500,1285,4630.737572725662,5.752
25,3,FL,224,870,714,723,4419.245088580977,5.489
5,5,MQ,224,131,-62,458,4630.737572725662,5.752
11,4,B6,123,224,782,737,5586.062551802552,6.939
1,2,HA,123,224,938,1572,5586.062551802552,6.939
3,6,B6,870,260,1652,1768,3914.2906942548548,4.862
15,7,WN,983,123,481,1859,5488.0444674895525,6.817
12,7,US,131,260,920,132,2489.150149056575,3.092
21,3,HA,224,983,129,220,1082.1866549158137,1.344
24,5,9E,224,260,1897,598,4157.966794274488,5.165
7,3,F9,224,123,91,420,5586.062551802552,6.939
15,1,DL,131,983,272,1760,4419.77162393208,5.49
31,2,F9,441,224,1098,113,67.05893133409441,0.083
15,7,WN,983,123,960,1794,5488.0444674895525,6.817
27,4,OO,441,123,1215,966,5653.025427904596,7.022
20,7,FL,870,123,980,104,6437.442794880623,7.996
21,5,MQ,870,983,1705,531,5474.713231697095,6.8
16,6,F9,260,441,1290,1971,4219.131928503233,5.241
6,2,US,260,123,64,1305,2526.1262056156265,3.138
25,5,AS,870,260,943,1977,3914.2906942548548,4.862
5,2,OO,441,260,920,668,4219.131928503233,5.241
25,1,FL,870,131,308,432,6269.168970616498,7.787
2,1,YV,123,260,71,865,2526.1262056156265,3.138
23,5,WN,441,983,104,202,1091.4571064792333,1.355
28,7,OO,870,123,1093,47,6437.442794880623,7.996
30,2,F9,260,441,1343,324,4219.131928503233,5.241
20,3,UA,131,260,629,1203,2489.150149056575,3.092
16,1,FL,441,123,618,482,5653.025427904596,7.022
24,3,MQ,870,260,802,1761,3914.2906942548548,4.862
1,3,AS,224,260,512,491,4157.966794274488,5.165
6,4,US,123,870,967,1466,6437.442794880623,7.996
30,2,DL,260,224,700,728,4157.966794274488,5.165
10,4,DL,983,260,1148,1957,4594.370935048134,5.707
16,5,US,260,131,-52,1009,2489.150149056575,3.092
26,2,DL,870,123,1432,1446,6437.442794880623,7.996
22,3,EV,260,131,1182,676,2489.150149056575,3.092
15,4,9E,260,441,644,1527,4219.131928503233,5.241
22,2,FL,870,441,1196,1596,4428.681668330508,5.501
6,4,OO,224,983,1842,1206,1082.1866549158137,1.344
6,3,F9,260,224,-29,1613,4157.966794274488,5.165
12,5,EV,123,870,480,448,6437.442794880623,7.996
12,5,FL,123,441,518,1070,5653.025427904596,7.022
11,7,WN,123,260,794,72,2526.1262056156265,3.138
11,3,VX,224,131,852,1685,4630.737572725662,5.752
22,6,F9,224,870,1573,605,4419.245088580977,5.489
24,3,FL,260,131,75,1667,2489.150149056575,3.092
11,6,9E,870,123,10,1291,6437.442794880623,7.996
7,6,B6,123,224,813,65,5586.062551802552,6.939
19,5,MQ,123,983,543,163,5488.0444674895525,6.817
3,2,F9,260,441,286,608,4219.131928503233,5.241
12,6,AS,260,123,1994,361,2526.1262056156265,3.138
18,2,WN,441,983,1608,1945,1091.4571064792333,1.355
29,1,B6,870,983,349,1238,5474.713231697095,6.8
18,1,VX,983,131,1166,1151,4419.77162393208,5.49
27,7,DL,260,224,74,1490,4157.966794274488,5.165
30,5,OO,224,131,1711,1867,4630.737572725662,5.752
17,3,VX,224,983,1545,1054,1082.1866549158137,1.344
24,3,B6,260,870,1683,429,3914.2906942548548,4.862
22,2,B6,224,983,477,1686,1082.1866549158137,1.344
6,1,HA,260,224,649,-30,4157.966794274488,5.165
3,1,AS,983,441,568,936,1091.4571064792333,1.355
26,1,AS,131,224,1889,1993,4630.737572725662,5.752
28,1,EV,131,441,1829,1728,4696.6795380118465,5.834
19,5,9E,224,870,295,558,4419.245088580977,5.489
7,1,DL,131,441,133,798,4696.6795380118465,5.834
14,1,FL,870,260,-92,155,3914.2906942548548,4.862
30,2,FL,123,983,1278,692,5488.0444674895525,6.817
7,7,B6,131,870,-85,1217,6269.168970616498,7.787
11,7,FL,441,123,1006,900,5653.025427904596,7.022
18,6,DL,131,224,1355,562,4630.737572725662,5.752
6,6,AA,870,131,144,1747,6269.168970616498,7.787
23,4,FL,870,131,1773,1686,6269.168970616498,7.787
